,0
708,bolsonaro pode cancelar carnaval brasil causa coronav ru urgente presidente bolsonaro poder decretar cancelamento carnaval todo brasil causa coronav ru aten n compre abad guarde dinheiro coronav ru carnaval mistura mortal cada contaminado pode espalhar v ru pra outras 2 6 pessoas m dia profissionais diversas reas alguns demonstraram preocupa diz respeito grande n mero estrangeiros deve deslocar brasil pr ximas semanas gra carnaval perigo j chegou brasil primeiro caso infec mina gerais trata estudante 22 ano viajou wuhan china chegou territ rio brasileiro dia 24 janeiro link site
709,sopa morcego consumida wuhan china causa coronav ru tal dissemina coronav ru humanos china pode ter origem morcegos cobra sugere an lise gen tica pat geno at agora causou 25 mortes infec 600 pessoas n est claro entretanto v ru espalhou humanos surgiu suspeita link morcegos pessoas sopa consumida wuhan principal foco coronav ru est isolado sopa feita morcego alimenta frutas imagens iguaria multiplicaram redes sociais ap s in cio propaga v ru contou daily star n verifica oficial
710,sopa morcego consumida wuhan china causa coronav ru sopa morcego v deos pessoas comendo sopa morcego espalharam redes sociais ap s v rio estudos identificarem es animais s hospedeiros nativos coronav ru imagens gravadas wuhan china mulher aparece comendo morcego imerso caldo estudo revista cient fica science china life science pedido academia chinesa ci ncias pequim apontou v ru est relacionado morcegos entanto afirma transmiss humanos preciso hospedeiro intermedi rio cobra
711,diretor hc preocupado nova gripe recomenda ch erva doce lugar tamiflu diretor hc hospital cl nicas preocupado nova gripe faz seguintes recomenda fazer lcool gel nossso aliado come ar tomar vitamina c urgente cuidar crian lavar m muitas vezes dia evitar locais onde multid tomar vitamina c comer f gado boi ingerir sucos acerola laranja tomar ch erva doce duas vezes dia erva doce ch erva doce mesma subst ncia medicamento tamiflu rem dio usado tratar gripe h1n1 aconselha tomar ch caf ap s refei infectologista hospital s domingo recomenda tomar 12 12 horas ch erva doce poi mata v ru influenza erva doce feito tamiflu repasse fam liares amigo poi importante
712,coronav ru 10 mil casos confirmados brasil 28 milh mundo urgente v ru china coronav ru 10 mil infectados brasil n mero maior m dia mente alerta m ximo coronav ru pandemia global 28 milh infectados 156 mil mortos atualizado 10 mil infectados brasil
713,coronav ru 2 8 milh infectados matou 112 mil pessoas china urgent ssimo 2 8 milh infectados coronav ru china 112 mil mortos j m dia esconde verdade china esconde coronav ru china 30 milh quarentena 2 8 milh infectados 112 000 mortos pessoas caindo mortas ruas trens supermercados mantimentos surto suposto novo coronav ru china est completamente forum controle est matando milhares todos dia partir 18 00 hor rio leste eua 23 janeiro fontes covert intelligence s ex colegas 15 ano fbi ltimos cinco ano lidando seguran nacional terrorismo contra intelig ncia estrangeira tarefa conjunta terrorismo atualmente est china confirmam 2 8 milh pessoas infectadas 112 000 mortos at agora principal causa morte falha m ltiplos rg desvia enormemente n mero publicly relatado 830 infectados 25 mortes causa pronto mensagem m dico linha frente wuhan confirmou raz crescente n mero infectados porque hospitais acabaram kit teste v ru milhares mortos est sendo levados diretamente incineradores nenhum funeral nenhum enterro apenas queimou fracasso sist mico sociedade chinesa j come neste domingo p nico total inevit vel poi pessoas percebem comida rem dios m dicos s recursos finitos triagem est vigor lojas j est comida n h literalmente alimentos deixados cidades sob quarentena porque n permitido transporte caminh china entrar colapso parece vai acontecer colapso china desencadear onda choque econ mico global planeta n poder recuperar d cadas
714,apesar press trump maioria acha perigoso reabrir escolas eua s 1 cada 4 pessoas acredita aulas presenciais poderiam voltar seguran pa s
715,m dia m vel mortes covid brasil volta ficar acima 600 dia 17 estados df t m alta bitos pa s 177 388 bitos registrados 6 628 065 diagn sticos covid 19 desde come pandemia segundo balan con rcio ve culos imprensa m dia m vel 603 mortes dia maior desde in cio outubro
716,idoso deixa hospital sob aplausos ap s recuperar covid 19 cere v deo imagem mostra rosalvo cardoso 72 ano homenageado filho conta medo perder pai assustador
717,casos covid 19 sobem 4 6 mil sc 81 mortes 22 8 taxon ocupa leitos chapec cidade catarinense casos coronav ru sexta 15 s bado 16 100 casos duas mortes doen santa catarina
718,paciente infectada covid 19 estados unidos recebe transplante duplo pulm cirurgia passa op alguns casos espec ficos doen
719,isolamento venda consumo bebidas alco licas aumenta rio comercializa ultrapassou per odo pico carnaval especialista alerta sobre cuidado mudan h bito
720,governo obedece ordem stf minist rio sa volta divulgar dado completos covid informa vinham sendo omitidas desde ltima semana gerando cr ticas autoridades entidades pesquisadores alexandre moraes determinou retorno dado portal
721,prefeitura sp faz limpeza higieniza contra coronav ru 808 pontos cidade reas hospitalares pontos nibus recebem 1 150 agentes 179 ve culos lavagem neste s bado 9 gua sab gua sanit ria s usados combater coronav ru
722,anvisa aprovou extens validade testis covid 19 estocados governo diz diretora minist rio sa 7 milh testis estocados alguns kit j venceriam dezembro anvisa disse obedeceu crit rio t cnicos levou considera aumento mundial novos casos doen
723,1 8 mil ind genas s infectados covid 19 78 povos brasil diz organiza dado articula povos ind genas brasil apib apontam 178 mortes devido doen sendo 111 est amazona
724,menina 3 ano sobrevive 3 cirurgia card aca pega covid 19 sequ ncia cura 21 dia causa incha cora capixaba ester trancoso barreto adiantar cirurgia vencida dif cil etapa veio novo coronav ru
725,coronav ru hortol ndia registra doi casos total infectados chega 20 cidade ainda 395 casos considerados suspeitos
726,costureiras heli polis ganham emprego tempor rio produzir m scaras pano moradores mulheres chegam confeccionar 3 mil m scaras pano dia partir segunda 13 material distribu moradores comunidade
727,muta prote alvo vacinas contra coronav ru n deve impedir efic cia aponta estudo pesquisa publicada revista nature mostra mudan prote spike respons vel entrada v ru c lulas humanas n dever afetar produ imunizantes est desenvolvimento
728,confirmados doi casos novo coronav ru r caxias sul outro porto alegre pacientes n est relacionados nenhum outro caso j confirmado total quatro pessoas doen diagnosticada j curada
729,pandemia mostrou humanos s capazes tanto positiva quanto negativamente diz diretor geral oms tedros alertou casos continuam crescendo aceleradamente pa s n est seguindo medidas contra coronav ru isolamento distanciamento social uso m scara p blico
730,governo maranh amplia medidas restritivas anuncia novos leitos aluguel hospital particular nova divulgadas governador maranh fl vio dino pcdo b entrevista coletiva virtual nesta segunda feira
731,bem casa identificar rinite sinusite covid 19 cuidados sobre volta s aulas brasil bem deste s bado falou sobre boa pr ticas volta s aulas adotadas forum brasil tira d vidas sobre seguran alunos sala aula especialistas explicam diferenciar sintomas alergia sinusite covid 19
732,m s ap s 1 morte coronav ru sorocaba j soma 21 bitos primeiro paciente morrer doen jos joaquim magalh 92 ano m s cidade j 20 bitos
733,coronav ru r gidas regras reabertura sal beleza alemanha reabertura gradual lojas servi alemanha s aconteceu longo r gido per odo isolamento acompanhada medidas detalhadas seguran minimizar chance novos surtos covid 19
734,m scara merkel faz pr prias compras mercado berlim angela merkel cumpre orienta autoridades sa n usar m scara espa p blicos pode render multa at 50 euro alemanha
735,aplicar meia dose vacina oxford decis ag ncias devem avaliar aponta l der estudo efic cia 62 recebeu duas completas 90 meia dose seguida dose refor
736,mortes motoristas nibus coronav ru exp riscos trabalhadores essenciais prote quatorze funcion rio transporte p blico londres morreram ap s serem diagnosticados v ru governo classifica motoristas trabalhadores chave crise
737,viradouro faz m scaras combater coronav ru tecidos n utilizados carnaval diretor escola diz preocupa velha guarda baianas agremia paga profissionais est produzindo m scaras
738,capitais ampliam retomada atividades tr s planejam volta s aulas at julho capitais j reabriam restri setores economia rio manaus fortaleza j t m data marcadas julho s lu s previa retomar 15 junho atividades presenciais escolas ma governador voltou atr s disse ainda vai remarcar nova data
739,senado aprova projeto autoriza uso verba federal preparar volta s aulas presenciais dinheiro poder utilizado infraestrutura testis covid 19 equipamentos prote rede p blica proposta segue c mara
740,ministro sa diz domingo marcado alegria dia m tristeza mortes coronav ru s bado 9 brasil alcan marca 10 627 mortes 155 939 casos confirmados coronav ru
741,hospitais sp mant m pesquisa sobre cloroquina ap s oms suspender testis medicamento einstein s rio liban s integram coaliz pesquisas contra doen dizem estudo analisa impacto medicamento pacientes divulgado pr ximas semanas
742,cemit rio rio cria vel rio online evitar aglomera causa coronav ru servi est sendo disponibilizado gratuitamente pr ximos 30 dia outras medidas preventivas adotadas limita dez pessoas capela
743,embaixada alerta norte americanos sobre redu voos brasil eua representa norte americana avisa h apenas nove voos semana doi pa s pede cidad eua preparem voltar correr risco permanecer brasil per odo indefinido
744,amazon facebook t m funcion rio coronav ru eua dez pessoas j morreram causa doen estado americano washington google tamb m orientou funcion rio fiquem casa
745,saint laurent gucci balenciaga v fabricar m scaras conter coronav ru marcas francesas luxo vai enviar tr s milh m scaras cir rgicas servi sa france grupo empresas tamb m fez doa pesquisas sobre covid 19
746,s paulo 113 mortos coronav ru 1 517 casos confirmados novo n mero notifica representa aumento 4 5 rela 1 451 domingo 29 mortes crescimento 15 3
747,itapira publica toque recolher cita boletim ocorr ncia puni pa s menos 33 cidades mesma medida partir desta quarta est proibida circula pessoas vias p blicas munic pio 21 s 6h veja lista toda cidades brasil
748,r ssia anuncia testis cl nicos vacinas contra coronav ru seres humanos testis vacina russa 18 volunt rio come aram meados junho deve conclu final julho
749,coronav ru afeta natal mundo veja situa 15 pa s atingidos covid pa s temem movimento provocado celebra contribua aumento n mero casos ampliam medidas controle
750,pessoas s importantes economia diz papa francisco sobre pandemia saindo texto previsto pont fice fez refer ncia retomada atividades alguns pa s meio dissemina coronav ru
751,presidente argentina diz brasil risco regi alberto fern ndez usa exemplo brasil onde quase 9 000 pessoas morreram manter medidas confinamento pa s
752,pastor evang lico eua desafiou regras distanciamento social morreu covid 19 dia 22 mar pastor gerald glenn disse manteria cultos n cadeia hospital
753,uso m scara obrigat rio cidade rio partir 23 abril estabelecimentos podem multados decreto publicado neste s bado 18 prefeito marcelo crivella tornou obrigat rio uso m scaras servi essenciais mercados farm cia tamb m transportes p blicos privados levem passageiros
754,facebook instagram v remover alega falsas sobre vacinas contra covid 19 post afirma j sido desacreditadas especialistas sa p blica retirados medida come implementada pr ximas semanas
755,casos coronav ru n mero mortes brasil 24 maio secretarias estaduais sa confirmam pa s 365 213 casos novo coronav ru sars cov 2 22 746 mortes
756,1 caso suspeito covid coreia norte teste inconclusivo diz m dico escrit rio regional oms representante organiza mundial sa pa s disse reuters 3 mil pessoas colocadas quarentena entrar contato suspeito
757,brasil 104 201 mortes coronav ru diz minist rio sa 24 horas inclu 1 175 registros mortes balan
758,not cia importantes sobre coronav ru 11 agosto r ssia anuncia ter registrado 1 vacina mundo sob desconfian cientistas governo paran prev acordo produzi la laborat rio ter pedido registro anvisa nova zel ndia casos voltam aparecer ap s 100 dia tratamento plasma sangu neo n comprova benef cio
759,cirurgi raul cutait est internado coronav ru uti hospital s rio liban s estado m dico est vel acordo boletim m dico divulgado nesta segunda feira 30 unidade sa
760,coronav ru in rcia pol tica aumenta n mero mortes indica estudo interven dr sticas imposi isolamento rigoroso at 25 dia primeira morte confirmada capaz impedir at 80 nova mortes coronav ru pa s aponta pesquisa
761,fim quarentena coronav ru s bolhas sociais estrat gia fim isolamento adotada nova zel ndia outros pa s pa s maior sucesso luta contra covid 19 nova zel ndia permitiu cidad expandissem forma limitada c rculo contatos entenda proposta funciona est sendo avaliada v rio governos
762,coronav ru 1 mil marinheiros porta avi franc s est infectados in cio manh ex rcito franc s j falava 940 confirma origem infec desconhecida
763,fran recorde 499 mortos coronav ru 24 horas 3 500 pessoas morreram pa s causa covid 19 casos passam 52 mil hospitais pa s t m recusado aceitar pacientes idosos
764,anvisa come fiscalizar voos vindos reino unido medidas tomadas ap s nova variante coronav ru transmiss vel detectada pa s europeu
765,moradores n t m gua sab diz integrante grupo faz iniciativas combate covid 19 mar frente mobiliza contra coronav ru mar espalhou garrafas comunidade pain is grafite informam popula n acesso internet
766,bem 37 covid19 esperar falta ar ir m dico pode trazer riscos falta ar sinal agravamento doen ma ci ncia investiga pandemia tempo real j d vidas sobre cientistas alertam esperar sintoma pode trazer riscos
767,incidente cutter trag dia eua ano 1950 resultou vacinas seguras lotes defeituosos vacina contra p lio levaram provavelmente pior desastre biol gico hist ria eua
768,ministra espanha coronav ru marido l der partido esquerda est quarentena irene montero ministra igualdade diagnosticada infec covid 19 parceira pablo iglesias vice primeiro ministro l der podemos partido esquerda comp governo
769,coronav ru n s menos queremos impacto economia diz secret rio vigil ncia minist rio sa wanderson kleber diz imposs vel fazer conten doen pa s brasil n h motivos fechamento escolas medida desproporcional
770,homem pegou coronav ru ap s cirurgia hospital base est curado porto velho morador theobroma pegou doen uti hospital ap s contamina joaquim ferreira transferido ami onde tratado
771,eua registram recorde 67 mil cont gios covid 19 24 horas 67 600 casos nesta quarta feira 15 segundo universidade john hopkins pa s aproxima 3 5 milh cont gios desde in cio pandemia
772,l bano confirma primeiro caso covid 19 oms cobra apoio combater novo coronav ru paciente mulher 45 ano chegou pa s avi vindo ir agora s 26 pa s forum china casos confirmados doen
773,governo al suspende eventos 500 pessoas viagens servidores exterior institui teletrabalho idosos medidas anunciadas nesta segunda 16 s prevenir po vel cont gio coronav ru recomendado prefeituras iniciativa privada sigam mesmas diretrizes
774,brasil fecha fronteiras terrestres entrada estrangeiros vindos pa s vizinhos am rica sul medida n vale cidad brasileiros nesse locais queiram entrar brasil governo tomou decis decorr ncia pandemia coronav ru
775,prefeitura niter i rj decreta quarentena total cidade partir desta segunda feira apenas servi essenciais poder funcionar prefeito autorizou suplementa r 200 milh or amento sa prote social
776,cidadania entrega 4 mil cestas kit limpeza nesta quinta centro rio entrega destinada comit s cadastrados ong tamb m v distribuir gua m scaras
777,pfizer pedir aprova uso emergencial vacina contra covid 19 eua novembro oms recomenda cientistas devem provar outros crit rio n vel anticorpos desenvolvidos vacina fornece prote suficiente contra doen dado ainda n conhecido ci ncia
778,mundo pausa fotos imagens revelam formas geom tricas enquanto parte planeta entra quarentena combater novo coronav ru
779,minist rio sa diz n ter proposto confisco requerimento vacinas adquiridas estados pasta divulgou nota reafirma campanha vacina contra covid 19 executada plano nacional
780,oms reconhece surgimento evid ncias sobre transmiss covid 19 ar organiza defende coronav ru dissemina principalmente atrav s pequenas got culas expelidas nariz boca pessoa infectada
781,isolamento social ma atinge menor ndice desde in cio casos coronav ru aumento pessoas forum casa ocorre meio aumento casos covid 19 reabertura rcio n essencial
782,brasil 46 510 mortes coronav ru diz minist rio sa 24 horas inclu 1 269 registros morte balan
783,coronav ru hc unicamp espera repasses abrir novos leitos uti doa garantem compras epi universidade aguarda transfer ncias recursos minist rio estado contar nova estruturas partir dia 12 institui destaca import ncia valores arrecadados
784,ante internada paciente suspeita ter coronav ru n saiu casa bh diz prefeitura estudante 22 ano viajou wuhan china catorze pessoas contato est sendo monitoradas segundo secretaria municipal sa
785,deserto virou cemit rio pandemia covid 19 desespera fam lias iraque pa s j castigado guerras doen transformou soldados paramilitares lutavam contra extremistas coveiros
786,tecnologia reaproxima familiares pacientes covid 19 hospital campanha sp chamadas v deo s implementadas ajudar recupera pacientes hospitais campanha recurso tamb m ajuda m dicos conversar fam lias
787,constru hospitais corrida s compras quarentena medidas argentina contra coronav ru mergulhado crise econ mica h doi ano pa s foca combate v ru ma teme consequ ncias econ mica paralisa atividades
788,campe bbb20 m dica thelma assis faz campanha prefeitura sp estimular isolamento social respeitar quarentena fundamental n sobrecarregar sistema sa ajudar profissionais sa salvar vidas voc precisa ficar casa diz campe bbb20 v deo
789,jap diz n decretar novo estado emerg ncia apesar recorde casos covid 19 t quio 224 novos casos covid 19 t quio nesta quinta feira marcou novo recorde di rio capital jap desde in cio crise
790,casos coronav ru avan am periferia sp cap redondo aumento 113 semana embora aumento 7 dia sido maior periferia morumbi continuum sendo bairro maior n mero casos confirmados doen total
791,sexo pandemia m scara protege covid ma beijar aumenta riscos novos parceiros estudos recentes n constataram transmiss novo coronav ru via sexual suor
792,at 22 maio cemit rio sp j enterraram 32 v timas covid 19 todo m s abril dado sobre enterros crema cemit rio p blicos privados mostram m dia enterros dia mortes suspeitas confirmadas quintuplicou mar maio cidade s paulo
793,coronav ru comida di buteco adia 11 edi regi campinas julho concurso in cio 10 abril ma organiza alterou data virtude casos doen previs evento 24 dia dura encerrado 2 agosto
794,rj 23 mortes covid 19 708 casos confirmados estado confirmou 5 mortes 51 casos segunda 30 ter 31 secretaria estado sa investiga 49 bitos suspeita coronav ru
795,covid 19 m sicos fazem show teto casa noturna homenageiam profissionais sa campinas dj saxofonista apresentaram moradores vizinhos local interagiram p blico transmiss internet soltos 120 bal brancos profissionais sa
796,homem morreu ap s parada respirat ria garibaldi testa positivo coronav ru diz s secretaria estadual sa contabiliza caso 34 morte doen estado homem 43 ano n outras doen conforme secretaria municipal
797,governo maranh anuncia nova medidas restritivas ap s lockdown meio redes sociais governador estado fl vio dino pcdob anuncia retorno antigo decreto partir desta segunda 18 promete nova medidas nesta quarta 20
798,entenda china pode construir hospital 10 dia duas unidades montadas partir pr fabricados epicentro coronav ru cidade wuhan dever receber junta 2 mil pessoas
799,china usa plasma sangu neo pessoas recuperaram coronav ru pacientes internados pa s pede pessoas curaram coronav ru doem plasma m dicos afirmam alguns casos pacientes recuperam at 24 horas
800,profissionais s alvo ataques fake news ap s entidade divulgar nota contra uso hidroxicloroquina tratamento covid 19 ltima sexta feira 17 sociedade brasileira infectologia publicou posicionamento alertam novos estudos refor am medicamento deve abandonado tratamento qualquer fase doen
801,brasil 3 670 mortes 52 995 casos coronav ru diz minist rio 357 mortes compara quinta feira 23
802,coronav ru brasil mortes dia it lia desde 1 bito at dia 29 mar it lia contabilizou m dia 8 mortes dia enquanto brasil contabilizou m dia 10 mortes
803,bill gate rem dio covid 19 precisa chegar precisa n pagar bilion rio filantropo afirmou nica l gica distribui rem dios contra covid 19 mercado pandemia vai longa mortal
804,fachin diz n h sa crise forum democracia ministro stf participou palestra virtual promovida universidade bra lia tamb m afirmou liberdade express n pode evocada desrespeita
805,bolsonaro diz rede social exame coronav ru deu negativo bolsonaro submeteu exame ap s secret rio governo fez viagem eua presidente confirmar ter contra v ru
806,oms registra 228 mil casos covid 19 atinge novo recorde di rio infec mundo brasil contribuiu aumento nesta sexta feira estados unidos ndia frica sul tamb m est pa s casos sars cov 2
807,pesquisadores sequenciam 19 genomas coronav ru lncc refor am necessidade isolamento pesquisadores lncc ufmg ufrj usaram material pacientes estados rio janeiro mina gerais goi s rio grande sul s paulo ampliando cobertura vigil ncia gen mica viral brasil
808,fran restringe encontros locais p blicos adia segundo turno elei locais suspende reforma previd ncia presidente emmanuel macron proibiu encontros parentes amigo locais p blicos combater pandemia novo coronav ru governo tamb m pro be viagens suspende pagamento contas g s eletricidade aluguel empresas
809,hospital campanha rio custar r 24 milh m s diz secret rio sa exerc cio jorge darze assume temporariamente pasta ap s secret ria testar positivo covid 19 disse munic pio estuda formas agilizar testis doen
810,efic cia 78 casos leves coronavac excelente avaliam especialistas entanto esperam dado an lise detalhada efic cia geral vacina n divulgada butantan
811,lockdown insustent vel ndia reabre meio disparada casos temores bomba rel gio economistas quarentena introduzida s pressas planejamento deixou trabalhadores situa t devastadora mant la causaria estragos reabrir economia
812,levantamento mostra falta vagas terapia intensiva principais emerg ncias rio levantamento aponta 19 unidades sa s h 18 leitos dispon veis utis 13 s exclusivos crian sobram cinco leitos adultos
813,menos 10 popula mundial mostra ter anticorpos contra coronav ru diz oms diretores entidade afirmaram mundo ainda est longe imunidade rebanho futura vacina pode n garantir imunidade todos receberem
814,r ssia pede aprova uso emergencial vacina contra covid 19 oms pedido refere uso sputnik v primeira candidata registrada pa s entidade come avaliar candidatas fim setembro brasil paran firmou parceria produzir testar vacina
815,hospital sp homenageia profissionais sa combatem coronav ru lembrar dia enfermagem data comemorada nesta ter 12 dia ante hospital servidor projetou imagens atua enfermeiros t cnicos auxiliares quase 100 profissionais enfermagem morreram raz doen brasil
816,comit alertou minist rio sa sobre risco desabastecimento rem dios contra covid 19 rg t cnico pasta tamb m avisou sobre possibilidade pa s ficar excesso cloroquina estoque
817,autoridades eua retiraram autoriza uso cloroquina contra covid 19 fda equivalente americana anvisa diz base totalidade evid ncias cient fica dispon veis n razo vel acreditar produto possa efetivo tratar prevenir covid 19
818,embaixador reino unido pede brit nicos est brasil retornem imediatamente embaixada alerta governo n planeja fretar voos repatria reino unido pandemia novo coronav ru n h voos diretos ligando brasil s ilhas brit nicas
819,novo coronav ru chega europa 3 casos fran paris bordeaux s primeiras cidades pa s v ru doen atinge centenas china outros 9 pa s nepal tamb m entra lista
820,jap amplia emerg ncia causa coronav ru todo pa s medida vale at 6 maio shinzo abe sendo pressionado percep rea contra pandemia sido fraca tardia
821,ministro polon s sa prop adiar elei presidencial doi ano ministro diz nica op segura garantir controle pandemia coronav ru governo recusa adiar pleito marcado 10 maio presidente andrzej duda tenta reelei parlamento adotou lei prev vota correio
822,coronav ru altera funcionamento rg servi p blicos goi s transporte coletivo regi metropolitana goi nia limpeza refor ada alguns servidores devem trabalhar casa respeitar nova escalas evitar aglomera
823,coronav ru quarentena une vizinhos conheciam festas dist ncia condom nios sp capital criaram grupos whatsapp n meros celulares moradores planejar encontros sacadas apartamentos menina 11 ano festa surpresa feita vizinhos
824,bahia registra 216 casos suspeitos coronav ru diz sesab 147 descartados tr s casos coronav ru bahia j confirmados sesab casos s s oficialmente reconhecidos suspeitos ap s confirma minist rio sa ainda n ocorreu
825,esp rito genghis khan colada china mong lia zero mortes infec locais covid 19 conhecida ltimos pa s cultura n made mundo localizada doi gigantes mong lia agora ganha destaque estrat gia bem sucedida contra coronav ru
826,ind genas venezuela est expostos perigosamente covid 19 diz ag ncia onu rg expressa preocupa ind genas cruzaram fronteiras brasil col mbia
827,acho cometi erro homem morreu ap s ir festa covid segundo m dica encontros realizados moldes festas catapora comuns at meados ano 1990 ante introdu vacina contra doen objetivo entrar contato v ru ganhar imunidade
828,ap s fran espanha it lia su cia canad detectam casos nova variante coronav ru pacientes reino unido onde descoberta linhagem parece transmiss vel diversos pa s adotaram medidas barrar voos sa l
829,ministro diz prepara projeto favelas afirma covid 19 ainda n entrou bairros oper rio ministro pediu popula siga cumprindo recomenda autoridades sa sistema ter tempo preparar
830,muta coroa pode aumentar capacidade infec coronav ru aponta estudo especialistas eua identificaram altera v ru aumenta n mero espinhos coroa permite maior liga c lulas invadidas
831,eua criar linhagem coronav ru testis risco humanos diz ag ncia considerada pol mica arriscada ideia usar testis risco humanos vacinas
832,minist rio p blico investiga compra 70 respiradores prefeitura maric empresa contratada entregou aparelhos outro cliente prefeitura disse recebeu dezessete monitores j pagos restante contrato cancelado
833,jap coronav ru impulsiona venda m scaras faz comerciante proibir entrada chinese pa s deve sentir impacto turismo diminui vinda chinese tempo teme epidemia alimente xenofobia
834,rio outros 5 munic pios estado declaram situa emerg ncia conter coronav ru munic pios s gon alo guapimirim tamb m decretaram estado emerg ncia niter i nova igua u mesquita declararam situa emerg ncia rea sa p blica
835,eua canad fecham fronteira doi pa s combater pandemia coronav ru apenas tr fego essencial doi pa s mantido decis anunciada donald trump rede social
836,witzel quer suspender ponte rea outros voos isolar rio transportes passageiros ag ncias reguladoras dizem decis federal trens barcas chegam saem capital ter restri decreto suspende voos internacionais todos estados casos coronav ru decreto pro be praia bares restaurantes
837,su cia transforma comiss rio bordo auxiliares enfermagem enfrentar coronav ru enquanto curva evolu coronav ru segue ritmo ascendente su cia comiss rio bordo demitidos temporariamente companhia rea scandinavian airline sa est sendo transformados auxiliares enfermagem
838,m dico recupera covid 19 recebe alta pedido casamento frente hospital m dico jos alves souza trabalhava linha frente combate covid 19 hospital universit rio hu petrolina pe passou 25 dia internado doen
839,jap supera marca 3 mil casos di rio coronav ru primeira vez pa s registra n mero infec nico dia contamina aumentaram in cio inverno
840,rj passa 3 mil mortes covid novo recorde bitos confirmados 24 horas 227 mortes confirmadas desde segunda feira outros 994 bitos est investiga n mero casos chegou 27 805 22 953 pacientes recuperados
841,buenos aire aprova lei despedida pacientes terminais covid 19 protocolo autoriza familiar 18 60 ano acompanhe paciente ltimos momentos
842,anvisa autoriza retomada testis coronavac butantan anuncia retorno imediato estudos testis suspensos segunda feira 9 ap s morte volunt rio pausa levou embate anvisa instituto butantan parceria fabricar vacina conduzir ensaios brasil disputa tamb m op bolsonaro doria
843,moradores conjunto habitacional rio recebem proje ver cinema janelas moradores mataram saudade cinema viram 11 curta metragens projeto pode ampliado outros lugares
844,13 milh brit nicos enfrentam novo lockdown diante aumento casos covid 19 primeiro ministro boris johnson deve anunciar nova medidas nesta ter feira 22 segundo confinamento nacional n est descartado
845,brasil registra 29 937 mortes 526 447 casos confirmados covid 19 diz minist rio 623 mortes confirmadas ltimas 24 horas pa s aproxima 30 mil
846,ministro trabalho n ger morre coronav ru mohamed ben omar 55 ano faleceu domingo segundo tv p blica estado emerg ncia n ger 755 casos covid 19 37 mortes fechou fronteiras locais culto escolas
847,hospital cl nicas sp j 90 volunt rio pesquisa plasma curados coronav ru veja doar segundo pesquisador pessoas precisam apresentar estoque plasma d conta pacientes participar testis cl nicos
848,governo catalunha imp quarentena 200 mil pessoas ap s aumento casos coronav ru nova medida limita atividades rcio suspende visitas casas repouso
849,brasil chega 136 565 mortes covid passa 4 5 milh casos pa s 136 565 bitos confirmados 4 528 347 diagn sticos covid 19 segundo con rcio ve culos imprensa
850,teich deixa minist rio sa ante completar m s cargo ap s divergir bolsonaro ltimos dia presidente discordaram sobre temas uso cloroquina medidas isolamento nota oficial diz m dico decidiu sair ma assessores afirmam demitido segunda troca pasta durante pandemia coronav ru
851,minist rio sa diz vai rever orienta sobre isolamento viajantes sintomas coronav ru pasta anunciou suspens tempor ria orienta ap s discus estados munic pios adiamento cruzeiros costa pa s tamb m revisto
852,bahia seis novos casos n mero infectados coronav ru chega 437 10 pessoas morreram at in cio noite desta segunda 2 511 casos descartados 10 bito confirmado manh
853,brasil 101 752 mortes coronav ru diz minist rio sa 24 horas inclu 703 registros mortes balan
854,coronav ru ap s decis judicial amparo suspende decreto reabertura rcio decis municipal ampliou lista servi essenciais estabeleceu regras funcionamento estabelecimentos n essenciais contrariando estado
855,farm cia interditada vender medica falsa coronav ru copacabana zona sul rio estabelecimento tamb m multado falta higiene instala equipamentos funcionamento inadequado
856,catalunha entra isolamento total conter novo coronav ru cerca 7 6 milh pessoas vivem regi comunidade aut noma espanha
857,duvidei v ru conta jovem 21 ano passou 14 dia internada covid 19 ap ana maria vieira pede outros jovens n n subestimem doen
858,chinese devem suspender plano viagem turismo internacional pode perder at u 73 bilh levantamento estipulou tr s perspectivas perda setor conforme evolu letalidade novo coronav ru
859,trudeau anuncia fronteira canad eua permanecer fechada m s embora donald trump sinalizasse desejo abertura fronteira extensa mundo eua canad concordaram manter medida restri
860,itu campo limpo paulista confirmam terceira morte coronav ru itu paciente idoso 83 ano comorbidades segundo prefeitura
861,coronav ru ministro sa diz brasil deve come ar preparar telemedicina mandetta diz atendimento medida pode feito 0800 programa m dicos inscri prorrogadas at domingo 22
862,maranh confirma 21 mortes ltimas 24h chega 166 bitos covid 19 diz s dado divulgados secretaria estado sa s nesta ter feira 28 mostram 71 munic pios estado j t m casos confirmados
863,republicanos reduzem dist ncia democratas vota antecipada eua diferen est caindo tamb m estados decisivos florida carolina norte nevada iowa quatro dia elei 82 milh j votaram presencialmente correio
864,estoque importado baixo ind stria piracicaba j cogitam f rias coletivas diz associa impactos linhas produ pode j ocorrer partir abril diz associa comercial
865,justi nega pedido minist rio p blico determinar lockdown pernambuco decis juiz breno duarte ribeiro oliveira 1 vara fazenda p blica capital civil p blica encaminhada quarta feira 6 tjpe
866,veterano 99 ano levanta r 13 milh sistema sa p blica reino unido capit reserva ex rcito reino unido fez campanha levantar dinheiro tenta fazer trajeto jardim cem vezes usando andador caminhar
867,jovem 80 pulm comprometido reca covid 19 alta ap s 20 dia estudante marcela silva 23 ano chegou ficar intubada sa centro covid 1 macap agradeceu cuidados profissionais sa ganhou festa
868,acontecer novo diz ex premi neozelandesa analisar rea global covid 19 helen clark mundo continuar despreparado viveremos cont nua crise econ mica pol tica social
